date_of_infraction,infraction_code,infraction_description,set_fine_amount,location2
20220101,3,PARK ON PRIVATE PROPERTY,30,80 ESTHER LORRIE DR
20220101,3,PARK ON PRIVATE PROPERTY,30,80 ESTHER LORRIE DR
20220101,3,PARK ON PRIVATE PROPERTY,30,416 WILLOWDALE AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,99 BROADWAY AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,99 BROADWAY AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,241 CHURCH ST
20220102,3,PARK ON PRIVATE PROPERTY,30,241 CHURCH ST
20220102,3,PARK ON PRIVATE PROPERTY,30,30 MEADOWGLEN PL
20220102,3,PARK ON PRIVATE PROPERTY,30,30 MEADOWGLEN PL
20220102,3,PARK ON PRIVATE PROPERTY,30,30 MEADOWGLEN PL
20220102,3,PARK ON PRIVATE PROPERTY,30,30 MEADOWGLEN PL
20220102,3,PARK ON PRIVATE PROPERTY,30,30 MEADOWGLEN PL
20220102,3,PARK ON PRIVATE PROPERTY,30,593 KENNEDY RD
20220102,3,PARK ON PRIVATE PROPERTY,30,125 PETER ST
20220102,3,PARK ON PRIVATE PROPERTY,30,200 ROEHAMPTON AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,125 PETER ST
20220102,3,PARK ON PRIVATE PROPERTY,30,200 ROEHAMPTON AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,1346 DANFORTH RD
20220102,3,PARK ON PRIVATE PROPERTY,30,2522 KEELE STREET
20220102,3,PARK ON PRIVATE PROPERTY,30,1346 DANFORTH RD
20220102,3,PARK ON PRIVATE PROPERTY,30,2522 KEELE STREET
20220102,3,PARK ON PRIVATE PROPERTY,30,1346 DANFORTH RD
20220102,3,PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE ROAD
20220102,3,PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE ROAD
20220102,3,PARK ON PRIVATE PROPERTY,30,1346 DANFORTH RD
20220102,3,PARK ON PRIVATE PROPERTY,30,1346 DANFORTH RD
20220102,3,PARK ON PRIVATE PROPERTY,30,1346 DANFORTH RD
20220102,3,PARK ON PRIVATE PROPERTY,30,1346 DANFORTH RD
20220102,3,PARK ON PRIVATE PROPERTY,30,1346 DANFORTH RD
20220102,3,PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE ROAD
20220102,3,PARK ON PRIVATE PROPERTY,30,238 WELLESLEY ST E
20220102,3,PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST
20220102,3,PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE ROAD
20220102,3,PARK ON PRIVATE PROPERTY,30,110 MARINE PARADE DR
20220102,3,PARK ON PRIVATE PROPERTY,30,33 SHINING STAR CRES
20220102,3,PARK ON PRIVATE PROPERTY,30,110 MARINE PARADE DR
20220102,3,PARK ON PRIVATE PROPERTY,30,110 MARINE PARADE DR
20220102,3,PARK ON PRIVATE PROPERTY,30,33 SHINING STAR CRES
20220102,3,PARK ON PRIVATE PROPERTY,30,110 MARINE PARADE DR
20220102,3,PARK ON PRIVATE PROPERTY,30,110 MARINE PARADE DR
20220102,3,PARK ON PRIVATE PROPERTY,30,33 SHINING STAR CRES
20220102,3,PARK ON PRIVATE PROPERTY,30,88 SHINING STAR CRES
20220102,3,PARK ON PRIVATE PROPERTY,30,50 LYNN WILLIAMS ST
20220102,3,PARK ON PRIVATE PROPERTY,30,121 PARKWAY FOREST DR
20220102,3,PARK ON PRIVATE PROPERTY,30,50 LYNN WILLIAMS ST
20220102,3,PARK ON PRIVATE PROPERTY,30,50 LYNN WILLIAMS ST
20220102,3,PARK ON PRIVATE PROPERTY,30,121 PARKWAY FOREST DR
20220102,3,PARK ON PRIVATE PROPERTY,30,16 BONNYCASTLE ST
20220102,3,PARK ON PRIVATE PROPERTY,30,50 LYNN WILLIAMS ST
20220102,3,PARK ON PRIVATE PROPERTY,30,121 PARKWAY FOREST DR
20220102,3,PARK ON PRIVATE PROPERTY,30,16 BONNYCASTLE ST
20220102,3,PARK ON PRIVATE PROPERTY,30,50 LYNN WILLIAMS ST
20220102,3,PARK ON PRIVATE PROPERTY,30,16 BONNYCASTLE ST
20220102,3,PARK ON PRIVATE PROPERTY,30,50 LYNN WILLIAMS ST
20220102,3,PARK ON PRIVATE PROPERTY,30,50 LYNN WILLIAMS ST
20220102,3,PARK ON PRIVATE PROPERTY,30,50 LYNN WILLIAMS ST
20220102,3,PARK ON PRIVATE PROPERTY,30,50 LYNN WILLIAMS ST
20220102,3,PARK ON PRIVATE PROPERTY,30,50 LYNN WILLIAMS ST
20220102,3,PARK ON PRIVATE PROPERTY,30,50 LYNN WILLIAMS ST
20220102,3,PARK ON PRIVATE PROPERTY,30,5 MARINER TER
20220102,3,PARK ON PRIVATE PROPERTY,30,50 LYNN WILLIAMS ST
20220102,3,PARK ON PRIVATE PROPERTY,30,265 CASSANDRA BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,2743 VICTORIA PARK AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,56 FOREST MANOR RD
20220102,3,PARK ON PRIVATE PROPERTY,30,56 FOREST MANOR RD
20220102,3,PARK ON PRIVATE PROPERTY,30,2743 VICTORIA PARK AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,275 CASSANDRA BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,56 FOREST MANOR RD
20220102,3,PARK ON PRIVATE PROPERTY,30,56 FOREST MANOR RD
20220102,3,PARK ON PRIVATE PROPERTY,30,56 FOREST MANOR RD
20220102,3,PARK ON PRIVATE PROPERTY,30,25 SAN ROMANOWAY
20220102,3,PARK ON PRIVATE PROPERTY,30,2743 VICTORIA PARK AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,275 CASSANDRA BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,275 CASSANDRA BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,25 SAN ROMANOWAY
20220102,3,PARK ON PRIVATE PROPERTY,30,2743 VICTORIA PARK AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,2743 VICTORIA PARK AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,1185 WARDEN AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,1185 WARDENA VE
20220102,3,PARK ON PRIVATE PROPERTY,30,74 SIDNEY BELSEY CRESCENT
20220102,3,PARK ON PRIVATE PROPERTY,30,2687 KIPLING AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,74 SIDNEY BLESEY CRESCEN
20220102,3,PARK ON PRIVATE PROPERTY,30,20 MINOWAN MIIKAN LANE
20220102,3,PARK ON PRIVATE PROPERTY,30,20 MINOWAN MIIKAN LANE
20220102,3,PARK ON PRIVATE PROPERTY,30,20 MINOWAN MIIKAN LANE
20220102,3,PARK ON PRIVATE PROPERTY,30,20 MINOWAN MIIKAN LANE
20220102,3,PARK ON PRIVATE PROPERTY,30,2739 VICTORIA PARK AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,525 WILSON AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,21 WIDMER ST
20220102,3,PARK ON PRIVATE PROPERTY,30,74 SIDNEY BELSEY CRESCENT
20220102,3,PARK ON PRIVATE PROPERTY,30,2650 LAWRENCE AVE E
20220102,3,PARK ON PRIVATE PROPERTY,30,2650 LAWRENCE AVE E
20220102,3,PARK ON PRIVATE PROPERTY,30,2650 LAWRENCE AVE E
20220102,3,PARK ON PRIVATE PROPERTY,30,2739 VICTORIA PARK AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,2650 LAWRENCE AVE E
20220102,3,PARK ON PRIVATE PROPERTY,30,275 YORKLAND BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,275 YORKLAND BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,275 YORKLAND BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,1137 MARKHAM RD
20220102,3,PARK ON PRIVATE PROPERTY,30,1153 QUEEN ST W
20220102,3,PARK ON PRIVATE PROPERTY,30,275 YORKLAND BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,2739 VICTORIA PARK AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,1153 QUEEN ST W
20220102,3,PARK ON PRIVATE PROPERTY,30,275 YORKLAND BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,1137 MARKHAM RD
20220102,3,PARK ON PRIVATE PROPERTY,30,1137 MARKHAM RD
20220102,3,PARK ON PRIVATE PROPERTY,30,275 YORKLAND BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,375 BAY MILLS BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,275 YORKLAND BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,169 FORT YORK BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,169 FORT YORK BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,366 DRIFTWOOD AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,169 FORT YORK BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,169 FORT YORK BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,366 DRIFTWOOD AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,169 FORT YORK BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,169 FORT YORK BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,18 KENASTON GDNS
20220102,3,PARK ON PRIVATE PROPERTY,30,1563 ALBION RD
20220102,3,PARK ON PRIVATE PROPERTY,30,18 KENASTON GDNS
20220102,3,PARK ON PRIVATE PROPERTY,30,2739 VICTORIA PARK AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,1131 SANDHURST CIR
20220102,3,PARK ON PRIVATE PROPERTY,30,18 KENASTON GDNS
20220102,3,PARK ON PRIVATE PROPERTY,30,18 KENASTON GDNS
20220102,3,PARK ON PRIVATE PROPERTY,30,372 DRIFTWOOD AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,18 KENASTON GDNS
20220102,3,PARK ON PRIVATE PROPERTY,30,1563 ALBION RD
20220102,3,PARK ON PRIVATE PROPERTY,30,49 MABELLE AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,120 HARRISON GARDEN BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,120 HARRISON GARDEN BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,108 CHESTNUT ST
20220102,3,PARK ON PRIVATE PROPERTY,30,108 CHESTNUT ST
20220102,3,PARK ON PRIVATE PROPERTY,30,101 ERSKINE AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,108 CHESTNUT ST
20220102,3,PARK ON PRIVATE PROPERTY,30,101 ERSKINE AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,1793 MARTIN GROVE RD
20220102,3,PARK ON PRIVATE PROPERTY,30,101 ERSKINE AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,101 ERSKINE AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,1793 MARTIN GROVE RD
20220102,3,PARK ON PRIVATE PROPERTY,30,101 ERSKINE AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,101 ERSKINE AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,101 ERSKINE AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,99 THE DONWAY W
20220102,3,PARK ON PRIVATE PROPERTY,30,99 THE DONWAY W
20220102,3,PARK ON PRIVATE PROPERTY,30,6452 FINCH AVE W
20220102,3,PARK ON PRIVATE PROPERTY,30,6452 FINCH AVE W
20220102,3,PARK ON PRIVATE PROPERTY,30,10 YORK ST
20220102,3,PARK ON PRIVATE PROPERTY,30,954 KING STREET WEST
20220102,3,PARK ON PRIVATE PROPERTY,30,10 YORK ST
20220102,3,PARK ON PRIVATE PROPERTY,30,6452 FINCH AVE W
20220102,3,PARK ON PRIVATE PROPERTY,30,10 YORK ST
20220102,3,PARK ON PRIVATE PROPERTY,30,88 SCOTT ST
20220102,3,PARK ON PRIVATE PROPERTY,30,6452 FINCH AVE W
20220102,3,PARK ON PRIVATE PROPERTY,30,10 YORK ST
20220102,3,PARK ON PRIVATE PROPERTY,30,1101 LESLIE ST
20220102,3,PARK ON PRIVATE PROPERTY,30,6432 FINCH AVE W
20220102,3,PARK ON PRIVATE PROPERTY,30,660 EGLINTON AVE E
20220102,3,PARK ON PRIVATE PROPERTY,30,1581 ALBION RD
20220102,3,PARK ON PRIVATE PROPERTY,30,1589 ALBION RD
20220102,3,PARK ON PRIVATE PROPERTY,30,1589 ALBION RD
20220102,3,PARK ON PRIVATE PROPERTY,30,345 DRIFTWOOD AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,69 LYNN WILLIAMS ST
20220102,3,PARK ON PRIVATE PROPERTY,30,1235 WILSON AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,65 ST MARY ST
20220102,3,PARK ON PRIVATE PROPERTY,30,65 ST MARY ST
20220102,3,PARK ON PRIVATE PROPERTY,30,1235 WILSON AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,345 DRIFTWOOD AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,65 ST MARY ST
20220102,3,PARK ON PRIVATE PROPERTY,30,65 ST MARY ST
20220102,3,PARK ON PRIVATE PROPERTY,30,69 LYNN WILLIAMS ST
20220102,3,PARK ON PRIVATE PROPERTY,30,65 ST MARY ST
20220102,3,PARK ON PRIVATE PROPERTY,30,1235 WILSON AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,29 SINGER CRT
20220102,3,PARK ON PRIVATE PROPERTY,30,1235 WILSON AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,69 LYNN WILLIAMS ST
20220102,3,PARK ON PRIVATE PROPERTY,30,345 DRIFTWOOD AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,29 SINGER CRT
20220102,3,PARK ON PRIVATE PROPERTY,30,1235 WILSON AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,5233 DUNDAS ST W
20220102,3,PARK ON PRIVATE PROPERTY,30,29 SINGER CRT
20220102,3,PARK ON PRIVATE PROPERTY,30,29 SINGER CRT
20220102,3,PARK ON PRIVATE PROPERTY,30,29 SINGER CRT
20220102,3,PARK ON PRIVATE PROPERTY,30,209 FORT YORK BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,5233 DUNDAS ST W
20220102,3,PARK ON PRIVATE PROPERTY,30,29 SINGER CRT
20220102,3,PARK ON PRIVATE PROPERTY,30,69 LYNN WILLIAMS ST
20220102,3,PARK ON PRIVATE PROPERTY,30,209 FORT YORK BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,209 FORT YORK BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,29 SINGER CRT
20220102,3,PARK ON PRIVATE PROPERTY,30,209 FORT YORK BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,29 SINGER CRT
20220102,3,PARK ON PRIVATE PROPERTY,30,209 FORT YORK BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,209 FORT YORK BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,209 FORT YORK BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,209 FORT YORK BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,2800 KEELE STREET
20220102,3,PARK ON PRIVATE PROPERTY,30,365 CHURCH ST
20220102,3,PARK ON PRIVATE PROPERTY,30,209 FORT YORK BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,1700 EGLINTON AVE E
20220102,3,PARK ON PRIVATE PROPERTY,30,29 SINGER CRT
20220102,3,PARK ON PRIVATE PROPERTY,30,209 FORT YORK BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,209 FORT YORK BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,209 FORT YORK BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,209 FORT YORK BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,2800 KEELE STREET
20220102,3,PARK ON PRIVATE PROPERTY,30,209 FORT YORK BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,942 YONGE ST
20220102,3,PARK ON PRIVATE PROPERTY,30,201 CARLAW AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,201 CARLAW AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,35 SARANAC BOULEVARD
20220102,3,PARK ON PRIVATE PROPERTY,30,159 DUNDAS ST E
20220102,3,PARK ON PRIVATE PROPERTY,30,159 DUNDAS ST E
20220102,3,PARK ON PRIVATE PROPERTY,30,17 BARBERRY PL
20220102,3,PARK ON PRIVATE PROPERTY,30,17 BARBERRY PL
20220102,3,PARK ON PRIVATE PROPERTY,30,20 SHORE BREEZE DR
20220102,3,PARK ON PRIVATE PROPERTY,30,20 SHORE BREEZE DR
20220102,3,PARK ON PRIVATE PROPERTY,30,4005 DON MILLS ROAD
20220102,3,PARK ON PRIVATE PROPERTY,30,20 SHORE BREEZE DR
20220102,3,PARK ON PRIVATE PROPERTY,30,20 SHORE BREEZE DR
20220102,3,PARK ON PRIVATE PROPERTY,30,20 SHORE BREEZE DR
20220102,3,PARK ON PRIVATE PROPERTY,30,20 SHORE BREEZE DR
20220102,3,PARK ON PRIVATE PROPERTY,30,122 SONG MEADOWAY
20220102,3,PARK ON PRIVATE PROPERTY,30,55 COLLINSGROVE RD
20220102,3,PARK ON PRIVATE PROPERTY,30,5500 YONGE ST
20220102,3,PARK ON PRIVATE PROPERTY,30,225 VILLAGE GREEN SQ
20220102,3,PARK ON PRIVATE PROPERTY,30,52 SONG MEADOWAY
20220102,3,PARK ON PRIVATE PROPERTY,30,25 COLLINSGROVE RD
20220102,3,PARK ON PRIVATE PROPERTY,30,19 BATHURST ST
20220102,3,PARK ON PRIVATE PROPERTY,30,19 BATHURST ST
20220102,3,PARK ON PRIVATE PROPERTY,30,52 SONG MEADOWAY
20220102,3,PARK ON PRIVATE PROPERTY,30,19 BATHURST ST
20220102,3,PARK ON PRIVATE PROPERTY,30,19 BATHURST ST
20220102,3,PARK ON PRIVATE PROPERTY,30,19 BATHURST ST
20220102,3,PARK ON PRIVATE PROPERTY,30,19 BATHURST ST
20220102,3,PARK ON PRIVATE PROPERTY,30,110 LING RD
20220102,3,PARK ON PRIVATE PROPERTY,30,19 BATHURST ST
20220102,3,PARK ON PRIVATE PROPERTY,30,6200 BATHURST STREET
20220102,3,PARK ON PRIVATE PROPERTY,30,30 PERMFIELD PATH
20220102,3,PARK ON PRIVATE PROPERTY,30,505 THE WEST MALL
20220102,3,PARK ON PRIVATE PROPERTY,30,10 RODDA BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,4062 LAWRENCE AVE E
20220102,3,PARK ON PRIVATE PROPERTY,30,4062 LAWRENCE AVE E
20220102,3,PARK ON PRIVATE PROPERTY,30,420 MILL RD
20220102,3,PARK ON PRIVATE PROPERTY,30,420 MILL RD
20220102,3,PARK ON PRIVATE PROPERTY,30,420 MILL RD
20220102,3,PARK ON PRIVATE PROPERTY,30,4062 LAWRENCE AVE E
20220102,3,PARK ON PRIVATE PROPERTY,30,4062 LAWRENCE AVE E
20220102,3,PARK ON PRIVATE PROPERTY,30,34 LEITH HILL ROAD
20220102,3,PARK ON PRIVATE PROPERTY,30,4064 LAWRENCE AVE E
20220102,3,PARK ON PRIVATE PROPERTY,30,4064 LAWRENCE AVE E
20220102,3,PARK ON PRIVATE PROPERTY,30,3700 LAWRENCE AVE E
20220102,3,PARK ON PRIVATE PROPERTY,30,61 HAVENBROOK BOULEVARD
20220102,3,PARK ON PRIVATE PROPERTY,30,3700 LAWRENCE AVE E
20220102,3,PARK ON PRIVATE PROPERTY,30,75 HAVENBROOK BOULEVARD
20220102,3,PARK ON PRIVATE PROPERTY,30,75 HAVENBROOK BOULEVARD
20220102,3,PARK ON PRIVATE PROPERTY,30,35 ESTERBROOKE AVENUE
20220102,3,PARK ON PRIVATE PROPERTY,30,10 PARKWAY FOREST DRIVE
20220102,3,PARK ON PRIVATE PROPERTY,30,10 PARKWAY FOREST DRIVE
20220102,3,PARK ON PRIVATE PROPERTY,30,55 ELLERSLIE AVENUE
20220102,3,PARK ON PRIVATE PROPERTY,30,372 PACIFIC AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,2 FIELDWAY ROAD
20220102,3,PARK ON PRIVATE PROPERTY,30,2 FIELDWAY ROAD
20220102,3,PARK ON PRIVATE PROPERTY,30,2100 WESTON RD
20220102,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DRIVE
20220102,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DRIVE
20220102,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220102,3,PARK ON PRIVATE PROPERTY,30,3153 WESTON RD
20220102,3,PARK ON PRIVATE PROPERTY,30,3153 WESTON RD
20220102,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220102,3,PARK ON PRIVATE PROPERTY,30,3153 WESTON RD
20220102,3,PARK ON PRIVATE PROPERTY,30,3153 WESTON RD
20220102,3,PARK ON PRIVATE PROPERTY,30,78 HOLLY ST
20220102,3,PARK ON PRIVATE PROPERTY,30,78 HOLLY ST
20220102,3,PARK ON PRIVATE PROPERTY,30,78 HOLLY ST
20220102,3,PARK ON PRIVATE PROPERTY,30,78 HOLLY ST
20220102,3,PARK ON PRIVATE PROPERTY,30,2111 LAKESHORE BLVD WEST
20220102,3,PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST
20220102,3,PARK ON PRIVATE PROPERTY,30,2183 LAKESHORE BLVD WEST
20220102,3,PARK ON PRIVATE PROPERTY,30,2183 LAKESHORE BLVD WEST
20220102,3,PARK ON PRIVATE PROPERTY,30,2183 LAKESHORE BLVD WEST
20220102,3,PARK ON PRIVATE PROPERTY,30,2183 LAKESHORE BLVD WEST
20220102,3,PARK ON PRIVATE PROPERTY,30,2183 LAKESHORE BLVD WEST
20220102,3,PARK ON PRIVATE PROPERTY,30,2183 LAKESHORE BLVD WEST
20220102,3,PARK ON PRIVATE PROPERTY,30,2183 LAKESHORE BLVD WEST
20220102,3,PARK ON PRIVATE PROPERTY,30,2183 LAKESHORE BLVD WEST
20220102,3,PARK ON PRIVATE PROPERTY,30,2183 LAKESHORE BLVD WEST
20220102,3,PARK ON PRIVATE PROPERTY,30,2183 LAKESHORE BLVD WEST
20220102,3,PARK ON PRIVATE PROPERTY,30,2183 LAKESHORE BLVD WEST
20220102,3,PARK ON PRIVATE PROPERTY,30,2183 LAKESHORE BLVD WEST
20220102,3,PARK ON PRIVATE PROPERTY,30,2183 LAKESHORE BLVD WEST
20220102,3,PARK ON PRIVATE PROPERTY,30,2183 LAKESHORE BLVD WEST
20220102,3,PARK ON PRIVATE PROPERTY,30,2183 LAKESHORE BLVD WEST
20220102,3,PARK ON PRIVATE PROPERTY,30,103 THE QUEENSWAY
20220102,3,PARK ON PRIVATE PROPERTY,30,103 THE QUEENSWAY
20220102,3,PARK ON PRIVATE PROPERTY,30,103 THE QUEENSWAY
20220102,3,PARK ON PRIVATE PROPERTY,30,103 THE QUEENSWAY
20220102,3,PARK ON PRIVATE PROPERTY,30,103 THE QUEENSWAY
20220102,3,PARK ON PRIVATE PROPERTY,30,103 THE QUEENSWAY
20220102,3,PARK ON PRIVATE PROPERTY,30,103 THE QUEENSWAY
20220102,3,PARK ON PRIVATE PROPERTY,30,13 BURNT MEADOWAY
20220102,3,PARK ON PRIVATE PROPERTY,30,33 SHORE BREEZE DR
20220102,3,PARK ON PRIVATE PROPERTY,30,4685 YONGE ST
20220102,3,PARK ON PRIVATE PROPERTY,30,45 FOUR WINDS DR
20220102,3,PARK ON PRIVATE PROPERTY,30,717 KENNEDY RD
20220102,3,PARK ON PRIVATE PROPERTY,30,150 BURROWS HALL BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,451 RICHMOND ST W
20220102,3,PARK ON PRIVATE PROPERTY,30,451 RICHMOND ST W
20220102,3,PARK ON PRIVATE PROPERTY,30,82 WILLOW AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,70 BERKELEY ST
20220102,3,PARK ON PRIVATE PROPERTY,30,275 QUEENS QUAY W
20220102,3,PARK ON PRIVATE PROPERTY,30,275 QUEENS QUAY W
20220102,3,PARK ON PRIVATE PROPERTY,30,77 HOWARD ST
20220102,3,PARK ON PRIVATE PROPERTY,30,10 BOULTBEE AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,555 REXDALE BLVD
20220102,3,PARK ON PRIVATE PROPERTY,30,383 SORAUREN AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,383 SORAUREN AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,383 SORAUREN AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,383 SORAUREN AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,383 SORAUREN AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,383 SORAUREN AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,269 COXWELL AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220102,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220102,3,PARK ON PRIVATE PROPERTY,30,75 IRWIN RD
20220102,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220102,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220102,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220102,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220102,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220102,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220102,3,PARK ON PRIVATE PROPERTY,30,70 EDWARD ST
20220102,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220102,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220102,3,PARK ON PRIVATE PROPERTY,30,70 FOREST MANOR RD
20220102,3,PARK ON PRIVATE PROPERTY,30,21 LIVONIA PL
20220102,3,PARK ON PRIVATE PROPERTY,30,5600 YONGE ST
20220102,3,PARK ON PRIVATE PROPERTY,30,2800 EGLINTON AV E
20220102,3,PARK ON PRIVATE PROPERTY,30,40 FALSTAFF AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,125 BLUE JAYS WAY
20220102,3,PARK ON PRIVATE PROPERTY,30,2800 EGLINTON AV E
20220102,3,PARK ON PRIVATE PROPERTY,30,125 BLUE JAYS WAY
20220102,3,PARK ON PRIVATE PROPERTY,30,125 BLUE JAYS WAY
20220102,3,PARK ON PRIVATE PROPERTY,30,125 BLUE JAYS WAY
20220102,3,PARK ON PRIVATE PROPERTY,30,125 BLUE JAYS WAY
20220102,3,PARK ON PRIVATE PROPERTY,30,125 BLUE JAYS WAY
20220102,3,PARK ON PRIVATE PROPERTY,30,77 MUTUAL ST
20220102,3,PARK ON PRIVATE PROPERTY,30,150 FAIRVIEW MALL DR
20220102,3,PARK ON PRIVATE PROPERTY,30,576 FRONT ST W
20220102,3,PARK ON PRIVATE PROPERTY,30,380 DRIFTWOOD AVE
20220102,3,PARK ON PRIVATE PROPERTY,30,576 FRONT ST W
20220102,3,PARK ON PRIVATE PROPERTY,30,576 FRONT ST W
20220102,3,PARK ON PRIVATE PROPERTY,30,576 FRONT ST W
20220102,3,PARK ON PRIVATE PROPERTY,30,576 FRONT ST W
20220102,3,PARK ON PRIVATE PROPERTY,30,576 FRONT ST W
20220102,3,PARK ON PRIVATE PROPERTY,30,576 FRONT ST W
20220102,3,PARK ON PRIVATE PROPERTY,30,2 BRAHMS AVE
