date_of_infraction,infraction_code,infraction_description,set_fine_amount,location2
20220207,3,PARK ON PRIVATE PROPERTY,30,18 LEE CENTRE DR
20220207,3,PARK ON PRIVATE PROPERTY,30,6000 LESLIE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,6000 LESLIE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,16 YONGE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,200 SHERWAY DR
20220207,3,PARK ON PRIVATE PROPERTY,30,6000 LESLIE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,6000 LESLIE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,88 SHEPPARD AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,6000 LESLIE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,18 LEE CENTRE DR
20220207,3,PARK ON PRIVATE PROPERTY,30,6000 LESLIE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,6000 LESLIE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,88 SHEPPARD AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,570 BAY ST
20220207,3,PARK ON PRIVATE PROPERTY,30,205 HUMBER COLLEGE BLVD
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,6000 LESLIE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,6000 LESLIE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,88 SHEPPARD AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,1442 LAWRENCE AVE W
20220207,3,PARK ON PRIVATE PROPERTY,30,3199 LAKESHORE BLVD W
20220207,3,PARK ON PRIVATE PROPERTY,30,6000 LESLIE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,88 SHEPPARD AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,6000 LESLIE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,88 SHEPPARD AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,570 BAY ST
20220207,3,PARK ON PRIVATE PROPERTY,30,18 LEE CENTRE DR
20220207,3,PARK ON PRIVATE PROPERTY,30,43 JUNCTION RD
20220207,3,PARK ON PRIVATE PROPERTY,30,88 SHEPPARD AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,570 BAY ST
20220207,3,PARK ON PRIVATE PROPERTY,30,88 SHEPPARD AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,205 HUMBER COLLEGE BLVD
20220207,3,PARK ON PRIVATE PROPERTY,30,241 JARVIS ST
20220207,3,PARK ON PRIVATE PROPERTY,30,6000 LESLIE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,455 COLLEGE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,570 BAY ST
20220207,3,PARK ON PRIVATE PROPERTY,30,25 GULLIVER ROAD
20220207,3,PARK ON PRIVATE PROPERTY,30,130 DUNN AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,88 SHEPPARD AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,1442 LAWRENCE AVE W
20220207,3,PARK ON PRIVATE PROPERTY,30,130 DUNN AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,241 JARVIS ST
20220207,3,PARK ON PRIVATE PROPERTY,30,430 BROADVIEW AV
20220207,3,PARK ON PRIVATE PROPERTY,30,3199 LAKESHORE BLVD W
20220207,3,PARK ON PRIVATE PROPERTY,30,130 DUNN AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,570 BAY ST
20220207,3,PARK ON PRIVATE PROPERTY,30,241 JARVIS ST
20220207,3,PARK ON PRIVATE PROPERTY,30,88 SHEPPARD AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,241 JARVIS ST
20220207,3,PARK ON PRIVATE PROPERTY,30,88 SHEPPARD AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,570 BAY ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,150 DUNN AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,88 SHEPPARD AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,241 JARVIS ST
20220207,3,PARK ON PRIVATE PROPERTY,30,2075 BAYVIEW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,88 SHEPPARD AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,241 JARVIS ST
20220207,3,PARK ON PRIVATE PROPERTY,30,570 BAY ST
20220207,3,PARK ON PRIVATE PROPERTY,30,205 HUMBER COLLEGE BLVD
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,241 JARVIS ST
20220207,3,PARK ON PRIVATE PROPERTY,30,241 JARVIS ST
20220207,3,PARK ON PRIVATE PROPERTY,30,3827 LAWRENCE AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,40 SOUDAN AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,1440 LAWRENCE AVE W
20220207,3,PARK ON PRIVATE PROPERTY,30,5 BRIDGMAN AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,1440 LAWRENCE AVE W
20220207,3,PARK ON PRIVATE PROPERTY,30,5 BRIDGMAN AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,5 BRIDGMAN AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,1440 LAWRENCE AVE W
20220207,3,PARK ON PRIVATE PROPERTY,30,361 DAVENPORT RD
20220207,3,PARK ON PRIVATE PROPERTY,30,110 CARRIER DRIVE
20220207,3,PARK ON PRIVATE PROPERTY,30,35 BRIDGMAN AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,35 BRIDGMAN AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,5230 DUNDAS ST W
20220207,3,PARK ON PRIVATE PROPERTY,30,1440 LAWRENCE AVE W
20220207,3,PARK ON PRIVATE PROPERTY,30,151 ROEHAMPTON AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,35 BRIDGMAN AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,157 ROEHAMPTON AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,35 BRIDGMAN AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,199 ROEHAMPTON AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,35 BRIDGMAN AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,35 BRIDGMAN AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,2075 BAYVIEW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,35 BRIDGMAN AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,2075 BAYVIEW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,2850 JANE STRETE
20220207,3,PARK ON PRIVATE PROPERTY,30,5 MARINER TER
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,200 SHERWAY DR
20220207,3,PARK ON PRIVATE PROPERTY,30,1215 DUNDAS ST E
20220207,3,PARK ON PRIVATE PROPERTY,30,3555 DON MILLS RD
20220207,3,PARK ON PRIVATE PROPERTY,30,1215 DUNDAS ST E
20220207,3,PARK ON PRIVATE PROPERTY,30,73 OAKVALE AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,730 DOVERCOURT RD
20220207,3,PARK ON PRIVATE PROPERTY,30,1215 DUNDAS ST E
20220207,3,PARK ON PRIVATE PROPERTY,30,730 DOVERCOURT RD
20220207,3,PARK ON PRIVATE PROPERTY,30,1215 DUNDAS ST E
20220207,3,PARK ON PRIVATE PROPERTY,30,73 OAKVALE AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,162 CUMBERLAND ST
20220207,3,PARK ON PRIVATE PROPERTY,30,730 DOVERCOURT RD
20220207,3,PARK ON PRIVATE PROPERTY,30,44 VALLEY WOODS RD
20220207,3,PARK ON PRIVATE PROPERTY,30,379 DUNDAS ST W
20220207,3,PARK ON PRIVATE PROPERTY,30,778 KING ST W
20220207,3,PARK ON PRIVATE PROPERTY,30,379 DUNDAS ST W
20220207,3,PARK ON PRIVATE PROPERTY,30,1215 DUNDAS ST E
20220207,3,PARK ON PRIVATE PROPERTY,30,605 FINCH AVE W
20220207,3,PARK ON PRIVATE PROPERTY,30,357 RUSHOLME RD
20220207,3,PARK ON PRIVATE PROPERTY,30,605 FINCH AVE W
20220207,3,PARK ON PRIVATE PROPERTY,30,357 RUSHOLME RD
20220207,3,PARK ON PRIVATE PROPERTY,30,302 CARLAW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,302 CARLAW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,357 RUSHOLME RD
20220207,3,PARK ON PRIVATE PROPERTY,30,302 CARLAW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,357 RUSHOLME RD
20220207,3,PARK ON PRIVATE PROPERTY,30,4968 YONGE STREET
20220207,3,PARK ON PRIVATE PROPERTY,30,4968 YONGE STREET
20220207,3,PARK ON PRIVATE PROPERTY,30,357 RUSHOLME RD
20220207,3,PARK ON PRIVATE PROPERTY,30,2075 BAYVIEW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,5285 YONGE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,5285 YONGE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4968 YONGE STREET
20220207,3,PARK ON PRIVATE PROPERTY,30,357 RUSHOLME RD
20220207,3,PARK ON PRIVATE PROPERTY,30,220 CARLAW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,2275 BAYVIEW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,357 RUSHOLME RD
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4978 YONGE STREET
20220207,3,PARK ON PRIVATE PROPERTY,30,2550 VICTORIA PARK AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,4978 YONGE STREET
20220207,3,PARK ON PRIVATE PROPERTY,30,20 MINOWAN MIIKAN LANE
20220207,3,PARK ON PRIVATE PROPERTY,30,2550 VICTORIA PARK AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,775 KING S TW
20220207,3,PARK ON PRIVATE PROPERTY,30,720 BROADVIEW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,720 BROADVIEW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,2550 VICTORIA PARK AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,720 BROADVIEW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,1105 WILSON AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,103 WEST LODGE AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,1 GOODMARK PL
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,103 WEST LODGE AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,2600 DON MILLS RD
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,103 WEST LODGE AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,1929 BAYVIEW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,2287 GERRARD ST E
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,205 HUMBER COLLEGE BLVD
20220207,3,PARK ON PRIVATE PROPERTY,30,2075 BAYVIEW AV
20220207,3,PARK ON PRIVATE PROPERTY,30,101 EGLINTON AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,155 REDPATH AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,1929 BAYVIEW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,5 MASSEY SQ
20220207,3,PARK ON PRIVATE PROPERTY,30,81 BOND ST
20220207,3,PARK ON PRIVATE PROPERTY,30,1929 BAYVIEW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,1929 BAYVIEW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,1929 BAYVIEW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,5 MASSEY SQ
20220207,3,PARK ON PRIVATE PROPERTY,30,101 EGLINTON AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,1929 BAYVIEW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,1929 BAYVIEW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,1 MASSEY SQ
20220207,3,PARK ON PRIVATE PROPERTY,30,1929 BAYVIEW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,28 TED ROGERS WAY
20220207,3,PARK ON PRIVATE PROPERTY,30,3170 LAKESHORE BLVD W
20220207,3,PARK ON PRIVATE PROPERTY,30,1929 BAYVIEW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,1 MASSEY SQ
20220207,3,PARK ON PRIVATE PROPERTY,30,1 MASSEY SQ
20220207,3,PARK ON PRIVATE PROPERTY,30,28 TED ROGERS WAY
20220207,3,PARK ON PRIVATE PROPERTY,30,122 BOND ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,101 EGLINTON AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,101 EGLINTON AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,3170 LAKESHORE BLVD W
20220207,3,PARK ON PRIVATE PROPERTY,30,28 TED ROGERS WAY
20220207,3,PARK ON PRIVATE PROPERTY,30,28 TED ROGERS WAY
20220207,3,PARK ON PRIVATE PROPERTY,30,101 EGLINTON AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,200 SHERWAY DR
20220207,3,PARK ON PRIVATE PROPERTY,30,1 MASSEY SQ
20220207,3,PARK ON PRIVATE PROPERTY,30,155 REDPATH AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,70 EDWARD ST
20220207,3,PARK ON PRIVATE PROPERTY,30,685 SHEPPARD AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,2075 BAYVIEW AV
20220207,3,PARK ON PRIVATE PROPERTY,30,101 EGLINTON AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,70 EDWARD ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,45 DUNFIELD AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,2075 BAYVIEW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,12 QUEENS PARK CRES W
20220207,3,PARK ON PRIVATE PROPERTY,30,101 EGLINTON AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,95  HIGH PARK AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,2075 BAYVIEW AV
20220207,3,PARK ON PRIVATE PROPERTY,30,2075 BAYVIEW AV
20220207,3,PARK ON PRIVATE PROPERTY,30,384 MOUNT PLEASANT RD
20220207,3,PARK ON PRIVATE PROPERTY,30,70 IRONSIDE CRES
20220207,3,PARK ON PRIVATE PROPERTY,30,197 YONGE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,384 MOUNT PLEASANT RD
20220207,3,PARK ON PRIVATE PROPERTY,30,927 THE QUEENSWAY
20220207,3,PARK ON PRIVATE PROPERTY,30,2501 VICTORIA PARKA VE
20220207,3,PARK ON PRIVATE PROPERTY,30,384 MOUNT PLEASANT RD
20220207,3,PARK ON PRIVATE PROPERTY,30,66 PACIFIC AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,384 MOUNT PLEAANT RD
20220207,3,PARK ON PRIVATE PROPERTY,30,66 PACIFIC AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,66 PACIFIC AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,2501 VICTORIA PARK AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,66 PACIFIC AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,150 EGLINTON AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,150 EGLINTON AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,345 ADELAIDE ST W
20220207,3,PARK ON PRIVATE PROPERTY,30,2075 BAYVIEW AV
20220207,3,PARK ON PRIVATE PROPERTY,30,345 ADELAIDE ST W
20220207,3,PARK ON PRIVATE PROPERTY,30,4211 YONGE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,150 EGLINTON AVE E
20220207,3,PARK ON PRIVATE PROPERTY,30,384 MOUNT PLEASANT RD
20220207,3,PARK ON PRIVATE PROPERTY,30,345 ADELAIDE ST W
20220207,3,PARK ON PRIVATE PROPERTY,30,4211 YONGE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,949 EGLINTON AVE W
20220207,3,PARK ON PRIVATE PROPERTY,30,384 MOUNT PLEASANT RD
20220207,3,PARK ON PRIVATE PROPERTY,30,980 YONGE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,1369 BLOOR S TW
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,12 HARRISON GARDEN BOULEVARD
20220207,3,PARK ON PRIVATE PROPERTY,30,1369 BLOOR S TW
20220207,3,PARK ON PRIVATE PROPERTY,30,12 HARRISON GARDEN BOULEVARD
20220207,3,PARK ON PRIVATE PROPERTY,30,155 REDPATH AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,1369 BLOOR S TW
20220207,3,PARK ON PRIVATE PROPERTY,30,1369 BLOOR S TW
20220207,3,PARK ON PRIVATE PROPERTY,30,4000 LESLIE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,1369 BLOOR S TW
20220207,3,PARK ON PRIVATE PROPERTY,30,1369 BLOOR ST W
20220207,3,PARK ON PRIVATE PROPERTY,30,155 REDPATH AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,384 MOUNT PLEASANT RD
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,351 WALLACE AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,160 CHALKFARM DR
20220207,3,PARK ON PRIVATE PROPERTY,30,27 REAN DR
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,160 CHALKFARM
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,1655 DUPONT ST
20220207,3,PARK ON PRIVATE PROPERTY,30,213 HURON ST
20220207,3,PARK ON PRIVATE PROPERTY,30,1655 DUPONT ST
20220207,3,PARK ON PRIVATE PROPERTY,30,111 RUDDIGNTON DR
20220207,3,PARK ON PRIVATE PROPERTY,30,1655 DUPONT ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,1655 DUPONT ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,1655 DUPONT ST
20220207,3,PARK ON PRIVATE PROPERTY,30,213 HURON ST
20220207,3,PARK ON PRIVATE PROPERTY,30,90 EGLINTON AVE W
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,90 EGLINTON AVE W
20220207,3,PARK ON PRIVATE PROPERTY,30,2075 BAYVIEW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,150 DAN LECKIE WAY
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,5 BRAHMS AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,88 ERSKINE AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,88 ERSKINE AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,2075 BAYVIEW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,60 EGLINTON AVE W
20220207,3,PARK ON PRIVATE PROPERTY,30,9 BOGERT AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,60 EGLINTON AVE W
20220207,3,PARK ON PRIVATE PROPERTY,30,60 EGLINTON AVE W
20220207,3,PARK ON PRIVATE PROPERTY,30,150 DAN LECKIE WY
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,640 ROSELAWN AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,1 KING'S COLLEGE CIRCLE
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,10 CHICHESTER PLACE
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,2795 DANFORTH AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,2795 DANFORTH AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,2795 DANFORTH AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,51 TRAILRIDGE CRES
20220207,3,PARK ON PRIVATE PROPERTY,30,51 TRAILRIDGE CRES
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,269 COXWELL AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,269 COXWELL AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,12 ARBOR DELL ROAD
20220207,3,PARK ON PRIVATE PROPERTY,30,269 COXWELL AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,269 COXWELL AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220207,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220207,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220207,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220207,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220207,3,PARK ON PRIVATE PROPERTY,30,4300 BATHURST ST
20220207,3,PARK ON PRIVATE PROPERTY,30,4300 BATHURST ST
20220207,3,PARK ON PRIVATE PROPERTY,30,986 THE QUEENSWAY
20220207,3,PARK ON PRIVATE PROPERTY,30,986 THE QUEENSWAY
20220207,3,PARK ON PRIVATE PROPERTY,30,15 DEVONSHIRE PL
20220207,3,PARK ON PRIVATE PROPERTY,30,90 CORDOVA AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,90 CORDOVA AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,90 CORDOVA AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,90 CORDOVA AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,90 CORDOVA AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,5200 YONGE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,90 CORDOVA AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,90 CORDOVA AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,5200 YONGE ST
20220207,3,PARK ON PRIVATE PROPERTY,30,90 CORDOVA AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,15 DEVONSHIRE PL
20220207,3,PARK ON PRIVATE PROPERTY,30,90 CORDOVA AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,90 CORDOVA AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,90 CORDOVA AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,90 CORDOVA AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,1276 ISLINGTON AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,10 CHICHESTER PLACE
20220207,3,PARK ON PRIVATE PROPERTY,30,1276 ISLINGTON AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,1276 ISLINGTON AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,1276 ISLINGTON AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,50 CORDOVA AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,1029 KING ST W
20220207,3,PARK ON PRIVATE PROPERTY,30,50 CORDOVA AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,50 CORDOVA AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,1029 KING ST W
20220207,3,PARK ON PRIVATE PROPERTY,30,1029 KING ST W
20220207,3,PARK ON PRIVATE PROPERTY,30,50 CORDOVA AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,1235 WILSON AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,1235 WILSON AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,1235 WILSON AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,1235 WILSON AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,1235 WILSON AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,123 GARRATT BLVD
20220207,3,PARK ON PRIVATE PROPERTY,30,701 DON MILLS RD
20220207,3,PARK ON PRIVATE PROPERTY,30,2075 BAYVIEW AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,10 BERGAMOT AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,20 RICHARDSON ST
20220207,3,PARK ON PRIVATE PROPERTY,30,1360 DANFORTH RD
20220207,3,PARK ON PRIVATE PROPERTY,30,100 HARRISON GARDEN BLVD
20220207,3,PARK ON PRIVATE PROPERTY,30,100 HARRISON GARDEN BLVD
20220207,3,PARK ON PRIVATE PROPERTY,30,100 HARRISON GARDEN BLVD
20220207,3,PARK ON PRIVATE PROPERTY,30,100 HARRISON GARDEN BLVD
20220207,3,PARK ON PRIVATE PROPERTY,30,75 THORNCLIFFE PARK DR
20220207,3,PARK ON PRIVATE PROPERTY,30,2777 KIPLING AVE
20220207,3,PARK ON PRIVATE PROPERTY,30,2777 KIPLING AVE
